type,question,answer,frequently_answer,,,
福利,可以，什么时候发书,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,可以领大礼包吗,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,那地址是要发给你吗,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,请问老师，发地址给你领取书本吗？,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,怎么领取书,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,我是领书的,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,我想领书，但是一直没有收到学习资料，怎么做才能领取学习资料？,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,领书！,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,发我的地址吗,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,教材咋领的,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,可以把书发过来吗？,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,可以拿到两本什么书？,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,如何进行第二步，领取学习材料？,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,书什么时候给我,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,要不老师您安排发货吧,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,怎么领书老师,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,这书什么时候发货给我,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,要怎么领这两本书？,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,免费书要发收货地址收给谁。,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,书是免费的吗？,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,书籍要听课才有嘛,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,加你了，老师，没有书呢？,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,书是找你领吗？,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,2本书什么时候给我,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,财务规划手册呢？,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,刚才让我领免费材料,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,老师，领书，谢谢,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,领礼包,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,领取资料,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,领书,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,免费的书呢,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,你好，有书籍资料吗？,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,如何领取资料，,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,什么时候填地址？,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,书免费的？,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,书呢？,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,书怎么给,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,我要领书,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,我怎么领取礼品,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,礼包要钱吗？,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,不可以直接领书吗？,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,不是说第一天听完课就包邮送书了吗,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,啥时候能到？,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,怎么领书呢？,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,看情况吧，怎么领取书？,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,那礼包？,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,哦，我无意加入启牛的，只是想要福利材料……,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,是有书籍的是吗？,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,书怎么领,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,不是发书吗,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,送什么资料，啥时送,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,佳齐老师您好啊！发书要地址吗？,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利,这个书籍是学完后包邮吗？,同学，咱们按时上完第一课，地址开课第二天我会找您登记的哈，连续听课4天就会安排邮寄了~,1,,,
福利内容,给我邮寄什么书了,2本理财知识手册,1,,,
福利内容,领书，领什么书,2本理财知识手册,1,,,
福利内容,你好，给邮寄什么资料？,2本理财知识手册,1,,,
福利内容,什么样的书籍？,2本理财知识手册,1,,,
福利内容,洪远老师，给阿姨寄啥书籍？,2本理财知识手册,1,,,
福利内容,老师，领什么福利,2本理财知识手册,1,,,
福利内容,领什么书啊？,2本理财知识手册,1,,,
福利内容,没，有什么书啊？老师,2本理财知识手册,1,,,
福利内容,请问有什么福利啊,2本理财知识手册,1,,,
福利内容,什么福利,2本理财知识手册,1,,,
福利内容,什么样的手册,2本理财知识手册,1,,,
福利内容,谭老师，有什么福利吗,2本理财知识手册,1,,,
福利内容,下课了，老师领什么福利,2本理财知识手册,1,,,
福利内容,邮寄什么资料,2本理财知识手册,1,,,
福利内容,邮什么书呀，,2本理财知识手册,1,,,
福利内容,这个领取什么福利,2本理财知识手册,1,,,
福利内容,老师听课的福利是什么呀,2本理财知识手册,1,,,
福利内容,有什么奖励吗？,2本理财知识手册,1,,,
福利内容,这两本书我有，还有其他书吗？,2本理财知识手册,1,,,
福利内容,领取的是书还是知识手册,2本理财知识手册,1,,,
福利内容,奖励什么,2本理财知识手册,1,,,
福利内容,没看完有奖励吗,2本理财知识手册,1,,,
福利内容,你好，有书籍资料吗？,2本理财知识手册,1,,,
福利内容,学完有什么奖励？,2本理财知识手册,1,,,
福利内容,什么名字，书名？,2本理财知识手册,1,,,
福利内容,领什么书？,2本理财知识手册,1,,,
负债,现在都是外债怎么理财,老师带过那么多学员，也碰到各种各样的案例情况，其实负债没钱的人更应该要理财。如果还只靠自己的死工资去还债，我相信很难实现，而且会很压抑，因为每次一发工资，钱突然就要全部还完。如果现在不做出改变的话，那五年十年以后，可能还是依旧在没钱的状态，这什么时候是个头呢。所以咱们一定要好好理财改变自己的现状,0,,,
